INSTNM,STABBR,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,UGDS,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,DEBT_MDN,MN_EARN_WNE_P10,MD_EARN_WNE_P10,MD_EARN_WNE_1YR,MD_EARN_WNE_5YR,FTFTPCTPELL,FTFTPCTFLOAN,ROOMBOARD_ON,OTHEREXPENSE_ON,OTHEREXPENSE_FAM,CONTROL,CONTROL_PEPS,GRAD_DEBT_MDN10YR_SUPP
Altierus Career College-Tampa,FL,0,0,0,0,0,0,0,211,27129,NA,15822,15822,8897,8828,6583,8891,29500,27406,26863,31478,0.6273,0.6545,NA,NA,4221,2,Private Nonprofit,95.10753013
The University of Tampa,FL,0,0,0,0,0,0,0,9593,48273,NA,32218,32218,17500,19500,18500,18750,55100,59436,39636,60046,0.1575,0.8312,12160,4130,8500,2,Private Nonprofit,256.6768935
Big Bend Technical College,FL,0,0,0,0,0,0,0,154,NA,12907,NA,NA,PS,PS,PS,PS,26000,27609,29726,38804,0.6125,0,NA,NA,NA,1,Public,PS
Tom P. Haney Technical College,FL,0,0,0,0,0,0,0,387,NA,16970,NA,NA,PS,PS,PS,PS,24800,28254,27144,32201,0.5862,0,NA,NA,NA,1,Public,PS
Trinity Baptist College,FL,0,0,0,0,0,0,0,319,23973,NA,14300,14300,11875,12500,8846,11500,33300,37275,29966,35029,0.5135,0.7838,5740,2828,3623,2,Private Nonprofit,257.0903584
Trinity College of Florida,FL,0,0,0,0,0,0,0,175,25298,NA,16300,16300,15128,PS,PS,12000,33700,32465,32304,39888,0.6471,0.8529,7600,2400,2400,2,Private Nonprofit,246.4886942
Valencia College,FL,0,0,0,0,0,1,0,35867,14496,NA,2474,9383,6534,5500,5500,5840,37000,40594,30627,42946,0.5687,0.1842,NA,NA,3387,1,Public,98.59547767
Warner University,FL,0,0,0,0,0,0,0,738,39677,NA,28044,28044,14250,14250,11000,13000,42500,46086,37754,47531,0.5551,0.7841,10540,2500,3500,2,Private Nonprofit,235.8870299
Florida Panhandle Technical College,FL,0,0,0,0,0,0,0,306,NA,10791,NA,NA,PS,PS,PS,PS,27400,32320,27717,30298,0.4828,0,NA,NA,NA,1,Public,PS
Webber International University,FL,0,0,0,0,0,0,0,1093,46822,NA,30798,30798,8250,8437,9500,8750,40100,45606,35149,46899,0.5025,0.6683,11480,5040,5040,2,Private Nonprofit,267.6920227
Rasmussen University-Florida,FL,0,0,0,0,0,0,0,7936,24016,NA,11291,11291,12500,14203,13586,13000,34300,39080,51485,51660,0.807,0.8363,NA,NA,5418,3,Proprietary,221.5641815
University of West Florida,FL,0,0,0,0,0,0,0,8806,18357,NA,6360,19241,13750,13000,12618,13000,43400,49137,53046,52238,0.3346,0.2505,11268,2300,2300,1,Public,176.2420667
Orange Technical College-West Campus,FL,0,0,0,0,0,0,0,492,NA,14504,NA,NA,PS,PS,PS,PS,27300,25145,19916,24471,0.3355,0,NA,NA,NA,1,Public,PS
William T McFatter Technical College,FL,0,0,0,0,0,0,0,564,NA,14715,NA,NA,PS,PS,PS,PS,38000,41656,25820,35183,0.2437,0,NA,NA,NA,1,Public,PS
Orange Technical College-East Campus,FL,0,0,0,0,0,0,0,248,NA,27548,NA,NA,PS,PS,PS,PS,26300,31858,23979,28742,0.4,0,NA,NA,NA,1,Public,PS
Withlacoochee Technical College,FL,0,0,0,0,0,0,0,313,NA,16077,NA,NA,PS,PS,PS,PS,29100,34279,26204,33934,0.4286,0,NA,NA,NA,1,Public,PS
Abraham Baldwin Agricultural College,GA,0,0,0,0,0,0,0,3160,13323,NA,3165,10071,8750,8250,8751,8750,36300,34996,46733,48346,0.4836,0.3766,8230,3200,3200,1,Public,177.5778764
Agnes Scott College,GA,0,0,0,0,0,0,0,923,58167,NA,45786,45786,16000,20427,15750,17750,46300,56274,22347,50787,0.4106,0.5298,13375,2287,2408,2,Private Nonprofit,283.5839174
Interactive College of Technology-Chamblee,GA,0,0,0,0,0,0,0,543,19694,NA,11090,11090,8532,PS,PS,8661,27500,27065,28724,31377,0.7054,0.5426,NA,NA,2150,3,Proprietary,111.9005663
Interactive College of Technology-Morrow,GA,0,0,0,0,0,0,0,93,19717,NA,10850,10850,8532,PS,PS,8661,27500,27065,28724,31377,0.6552,0.6207,NA,NA,2150,3,Proprietary,111.9005663
Albany Technical College,GA,0,1,0,0,0,0,0,2169,13064,NA,2996,5396,5834,4786,5000,5681,25200,30541,32970,32188,0.7343,0,NA,NA,6443,1,Public,131.5878569
Albany State University,GA,1,0,0,0,0,0,0,5645,21402,NA,5934,16656,12000,12500,13000,12000,34600,40674,43210,46266,0.8042,0.7075,10232,3400,3400,1,Public,265.2960466
Andrew College,GA,0,0,0,0,0,0,0,242,35996,NA,18214,18214,10500,9500,9000,9500,31900,38475,42395,36747,0.6744,0.686,11728,4554,NA,2,Private Nonprofit,132.8706582
The Art Institute of Atlanta,GA,0,0,0,0,0,0,0,456,42388,NA,20794,20794,13000,16437,16555,14549,36000,33685,22022,34930,0.8605,0.7907,NA,NA,12819,3,Private Nonprofit,328.4077539
Georgia Career Institute,GA,0,0,0,0,0,0,0,593,NA,22720,NA,NA,6544,6881,6222,6544,22300,23686,16080,22566,0.4182,0.4606,NA,NA,NA,3,Proprietary,82.00387309
Atlanta Technical College,GA,0,1,0,0,0,0,0,2866,9129,NA,3164,5564,6334,5847,4000,6334,26700,30350,31118,33242,0.7538,0.3077,NA,NA,1500,1,Public,100.7158105
Point University,GA,0,0,0,0,0,0,0,1041,34203,NA,22300,22300,14250,15125,14535,14502,34700,38740,29888,42134,0.5448,0.6276,9000,2000,1000,2,Private Nonprofit,267.6920227
Atlanta Metropolitan State College,GA,0,1,0,0,0,0,0,1272,12708,NA,3105,9731,6881,6775,5500,6606,31100,33252,32255,34848,0.6536,0.2011,NA,NA,4170,1,Public,149.7273044
Atlanta's John Marshall Law School,GA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Private Nonprofit,PS
Atlanta School of Massage,GA,0,0,0,0,0,0,0,333,NA,29313,NA,NA,7917,6222,5810,7917,31300,25301,23076,24088,0.6087,0.6304,NA,NA,NA,3,Proprietary,83.93337599
Clark Atlanta University,GA,1,0,0,0,0,0,0,3419,39446,NA,24730,24730,19250,19500,19500,19500,38200,42712,24968,46256,0.7365,0.8755,10982,3312,3312,2,Private Nonprofit,286.2449352
Augusta Technical College,GA,0,1,0,0,0,0,0,3489,18349,NA,3232,5662,6334,PS,PS,5500,28600,33523,36224,38389,0.6101,0,NA,NA,1664,1,Public,47.70748919
Berry College,GA,0,0,0,0,0,0,0,2232,54975,NA,39376,39376,17314,16937,19500,18900,43900,53800,39985,51866,0.2743,0.4403,13890,2224,3632,2,Private Nonprofit,246.4886942
Beulah Heights University,GA,0,0,0,0,1,0,0,143,NA,NA,8492,8492,PS,PS,PS,38980,36900,35236,NA,NA,0,0,NA,NA,500,2,Private Nonprofit,PS
Brenau University,GA,0,0,0,0,0,0,0,1184,45992,NA,32685,32685,16500,19750,17500,18425,45400,54003,51095,57264,0.5385,0.6923,12500,2900,4300,2,Private Nonprofit,286.2449352
Brewton-Parker College,GA,0,0,0,0,0,0,0,646,34951,NA,21696,21696,8250,8250,5500,8250,35100,42009,NA,44089,0.6766,0.9502,9370,5039,10683,2,Private Nonprofit,PS
College of Coastal Georgia,GA,0,0,0,0,0,0,0,2812,18167,NA,3483,10389,8750,8750,6833,8250,32800,39318,39664,47995,0.453,0.3397,10930,6120,4914,1,Public,159.4384289
West Georgia Technical College,GA,0,0,0,0,0,0,0,4477,10893,NA,3122,5522,6447,5668,4500,5642,32200,35479,38146,38844,0.6189,0.0577,NA,NA,3400,1,Public,117.78449
Clayton  State University,GA,0,1,0,0,0,0,0,4540,17613,NA,5068,15790,17519,15845,15750,16750,42300,49179,40178,54640,0.7691,0.5739,10980,2565,2565,1,Public,272.5263816
Columbia Theological Seminary,GA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,PS,NA,65522,78707,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Columbus Technical College,GA,0,1,0,0,0,0,0,2699,13615,NA,3042,5442,PS,PS,PS,7245,28300,34238,26913,39405,0.7432,0,NA,NA,3285,1,Public,92.82817231
Columbus State University,GA,0,0,0,0,0,0,0,5637,20838,NA,5751,16805,15000,15073,15000,15000,38800,44544,44821,53931,0.5987,0.5359,12080,3400,4010,1,Public,275.6432709
Georgia Northwestern Technical College,GA,0,0,0,0,0,0,0,3872,11604,NA,3112,5512,4227,3821,3123,3971,29700,35759,36365,39311,0.7341,0.0476,NA,NA,2341,1,Public,68.07328625
Covenant College,GA,0,0,0,0,0,0,0,808,51713,NA,38860,38860,13750,18840,19500,19000,46700,50412,31880,43240,0.208,0.488,11688,1790,4090,2,Private Nonprofit,238.537446
Dalton State College,GA,0,0,0,0,0,1,0,4260,11918,NA,3283,10189,8293,6501,7101,7361,34700,40251,41241,46933,0.6233,0.1041,10019,1600,1600,1,Public,137.1537306
Pro Way Hair School,GA,0,0,0,0,0,0,0,58,NA,24516,NA,NA,9500,PS,PS,9500,19500,21586,16189,18672,0.7857,0.9286,NA,NA,NA,3,Proprietary,132.5208033
South University-Savannah,GA,0,0,0,0,0,0,0,195,28993,NA,17014,17014,12643,15278,14700,13000,40200,34421,55439,59826,0.8333,0.75,NA,NA,5054,3,Proprietary,276.9472756
East Georgia State College,GA,0,1,0,0,0,0,0,1514,15297,NA,2736,9088,6979,6500,5500,6374,34000,37174,35240,35763,0.6708,0.3274,9814,4284,4284,1,Public,124.5695551
Emmanuel University,GA,0,0,0,0,0,0,0,730,33421,NA,22924,22924,12150,14125,11000,12000,35400,38208,31357,48374,0.3306,0.4917,9104,4109,4215,2,Private Nonprofit,257.8854833
Emory University,GA,0,0,0,0,0,0,0,7017,75594,NA,57948,57948,15984,16750,17500,16750,84400,80137,61856,83826,0.176,0.2129,17016,2600,2600,2,Private Nonprofit,193.4803728
Georgia Highlands College,GA,0,0,0,0,0,0,0,4419,11832,NA,3344,9696,7469,7000,5995,6750,38100,43184,36798,43383,0.439,0.1418,NA,NA,3993,1,Public,127.2199712
Fort Valley State University,GA,1,0,0,0,0,0,0,2347,20211,NA,5832,16572,20250,18438,16000,19000,34700,36666,28523,43997,0.7388,0.7155,8372,5000,500,1,Public,328.6515922
Grady Health System Professional Schools,GA,0,0,0,0,0,0,0,61,NA,NA,NA,NA,12750,PS,PS,12500,PS,60726,59567,67634,NA,NA,NA,NA,NA,1,Public,PS
Georgia Institute of Technology-Main Campus,GA,0,0,0,0,0,0,0,17379,29148,NA,11764,32876,20048,20500,19834,20000,85900,102772,87556,104923,0.1218,0.2121,12342,3200,9200,1,Public,229.759268
Georgia Southwestern State University,GA,0,0,0,0,0,0,0,2092,19915,NA,4980,15702,11115,11750,10090,11000,40100,48757,43243,55128,0.608,0.5253,8978,4912,10340,1,Public,199.8519731
Georgia College & State University,GA,0,0,0,0,0,0,0,5185,28118,NA,8974,28154,18231,17250,15000,16018,45200,58140,46362,59457,0.1784,0.3635,10948,7000,7284,1,Public,235.8870299
Georgia Southern University,GA,0,0,0,0,0,0,0,20996,22652,NA,6485,17539,15838,15250,15000,15250,46100,53236,43987,57677,0.4304,0.5123,10316,7474,7742,1,Public,246.4886942
Georgia State University,GA,0,1,0,0,1,0,0,28439,27149,NA,8478,23709,12180,11500,11000,11750,48200,47384,37719,56218,0.5658,0.4148,13816,4663,6369,1,Public,221.6065881
University of Georgia,GA,0,0,0,0,0,0,0,30566,27821,NA,11180,30220,16250,16675,16750,16666,59100,68726,48074,66487,0.1547,0.2261,10904,4570,5446,1,Public,196.1307889
Gordon State College,GA,0,0,0,0,0,0,0,2663,14627,NA,3475,10381,8250,8846,8776,8750,34700,37871,40047,44842,0.5986,0.4875,9257,2726,2692,1,Public,185.5291246
Southern Crescent Technical College,GA,0,1,0,0,0,0,0,3734,13296,NA,3126,5526,7067,6267,3689,6334,30200,36104,36503,37631,0.6894,0.0809,NA,NA,4512,1,Public,100.7158105
Gupton Jones College of Funeral Service,GA,0,0,0,0,0,0,0,479,16708,NA,16935,16935,9500,PS,PS,9500,32700,42636,27647,45374,0.8523,0.5227,NA,NA,3960,2,Private Nonprofit,174.0475222
Gwinnett College-Lilburn,GA,0,0,0,0,0,0,0,130,30229,NA,10500,10500,10137,9500,10318,9626,27900,31422,27196,31524,0.8333,0.9167,NA,NA,6500,3,Proprietary,191.48726
Gwinnett Technical College,GA,0,0,0,0,0,0,0,6649,19757,NA,3236,5636,8250,6591,5500,7056,36600,45025,40663,45567,0.5075,0.2164,NA,NA,7497,1,Public,137.8216355
Interdenominational Theological Center,GA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
LaGrange College,GA,0,0,0,0,0,0,0,597,46803,NA,33700,33700,15000,18250,15000,15750,45700,51745,42397,56632,0.3643,0.8372,12530,2905,2905,2,Private Nonprofit,272.7808215
Lanier Technical College,GA,0,0,0,0,0,1,0,3867,13097,NA,3666,6666,PS,PS,PS,PS,29000,37623,36481,37484,0.4983,0,NA,NA,4824,1,Public,PS
Life University,GA,0,0,0,0,0,0,0,910,40129,NA,14406,14406,9500,9167,7500,9500,47200,47397,36599,53729,0.4412,0.5,18000,9600,5100,2,Private Nonprofit,176.6873366
Chattahoochee Technical College,GA,0,0,0,0,0,0,0,7188,12524,NA,3252,5652,PS,PS,PS,PS,31700,37138,37470,44469,0.4775,0,NA,NA,5072,1,Public,PS
Herzing University-Atlanta,GA,0,0,0,0,0,0,0,614,28645,NA,12750,12750,10662,13130,15250,11756,41600,36909,50047,48660,0.75,0.5,NA,NA,2601,2,Private Nonprofit,227.9357817
Mercer University,GA,0,0,0,0,0,0,0,4568,55068,NA,39708,39708,18538,18500,15750,17655,58200,58354,51273,63074,0.2967,0.49,14046,2798,2798,2,Private Nonprofit,256.5496736
Morehouse College,GA,1,0,0,0,0,0,0,2564,48890,NA,29468,29468,20000,18500,16500,18500,49000,52889,39210,62234,0.4733,0.6139,14606,3962,3962,2,Private Nonprofit,265.0416066
Morehouse School of Medicine,GA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,PS,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,PS
Morris Brown College,GA,0,0,0,0,0,0,0,252,19079,NA,9558,9558,NA,NA,NA,NA,NA,NA,NA,NA,0.3125,0.125,NA,NA,8521,2,Private Nonprofit,NA
North Georgia Technical College,GA,0,0,0,0,0,0,0,1851,11549,NA,3072,5472,6956,5500,3881,5657,26300,32932,32985,41082,0.6535,0,4800,3133,6250,1,Public,82.93681955
Oglethorpe University,GA,0,0,0,0,0,0,0,1426,57647,NA,43990,43990,16250,14951,12375,14750,49400,55232,29791,53234,0.3837,0.8069,14400,2750,4000,2,Private Nonprofit,265.0416066
Paine College,GA,1,0,0,0,0,0,0,299,27632,NA,14596,14596,11000,11000,10750,11000,29700,33338,19230,37597,0.7324,0.7606,7512,3024,3024,2,Private Nonprofit,PS
Piedmont University,GA,0,0,0,0,0,0,0,1212,42631,NA,29190,29190,18250,18863,15500,18108,43400,49130,51333,55613,0.374,0.5976,11562,3630,3630,2,Private Nonprofit,265.0416066
Miami Ad School-Atlanta,GA,0,0,0,0,0,0,0,67,NA,NA,19400,19400,19667,19334,9084,16849,92100,106192,56770,80053,NA,NA,NA,NA,7247,3,Proprietary,275.293416
Reinhardt University,GA,0,0,0,0,0,0,0,1014,42776,NA,27300,27300,12885,14250,13141,13156,40500,46541,43924,50373,0.3532,0.5963,12300,6200,6200,2,Private Nonprofit,253.3797759
Savannah Technical College,GA,0,1,0,0,0,0,0,3128,14411,NA,3042,5442,3438,PS,PS,3466,29500,33018,35235,37416,0.6048,0,NA,NA,3105,1,Public,34.54022218
Savannah College of Art and Design,GA,0,0,0,0,0,0,0,13352,58970,NA,39605,39605,15000,15500,15537,15500,41400,45954,25862,48615,0.2145,0.3963,15594,3201,3504,2,Private Nonprofit,266.6106529
Savannah State University,GA,1,0,0,0,0,0,0,2648,17228,NA,5498,16218,18750,14000,14000,16500,35000,37981,28735,47474,0.7886,0.7633,9620,717,2450,1,Public,296.8465994
Shorter University,GA,0,0,0,0,0,0,0,1121,33819,NA,22810,22810,12250,12500,12500,12500,50100,44604,38589,49722,0.4822,0.5987,9400,2160,3735,2,Private Nonprofit,265.0416066
South Georgia Technical College,GA,0,1,0,0,0,0,0,1435,12574,NA,3692,6692,PS,PS,PS,PS,27200,30364,35410,37249,0.566,0,5400,2675,2675,1,Public,PS
Spelman College,GA,1,0,0,0,0,0,0,3098,47717,NA,28885,28885,22796,22469,21500,21750,50700,59993,33611,57376,0.4446,0.835,15666,3515,3515,2,Private Nonprofit,265.0416066
Thomas University,GA,0,0,0,0,0,0,0,726,18420,NA,11080,11080,17750,14000,14000,15000,37400,49716,47749,57547,0.4889,0.5556,7040,2200,1980,2,Private Nonprofit,224.7340791
Toccoa Falls College,GA,0,0,0,0,0,0,0,835,33983,NA,22350,22350,9500,12000,12867,11067,32200,36630,30937,39025,0.4759,0.6928,8600,3800,4500,2,Private Nonprofit,235.8870299
Truett McConnell University,GA,0,0,0,0,0,0,0,828,35484,NA,24440,24440,9500,17169,11000,12000,37100,46700,36700,49887,0.3347,0.5481,8856,3500,3500,2,Private Nonprofit,248.4924087
Wiregrass Georgia Technical College,GA,0,1,0,0,0,0,0,2385,13354,NA,3152,5552,PS,PS,PS,2438,25800,30864,37483,34712,0.7723,0,NA,NA,1491,1,Public,PS
Valdosta State University,GA,0,0,0,0,0,0,0,7277,20694,NA,6007,17062,14200,13750,13000,13750,41600,49361,38761,49333,0.5962,0.5402,8922,5702,5702,1,Public,262.6986388
Wesleyan College,GA,0,0,0,0,0,0,0,510,39010,NA,27650,27650,15425,19500,12925,15000,37600,44317,49761,51294,0.6486,0.7477,10996,2500,2500,2,Private Nonprofit,255.4364988
University of West Georgia,GA,0,0,0,0,0,0,0,7939,23870,NA,5941,16996,15750,15500,14000,15000,41700,49587,39461,53160,0.517,0.492,11330,7652,7530,1,Public,254.1218924
Young Harris College,GA,0,0,0,0,0,0,0,837,44631,NA,30905,30905,12000,12000,12000,12000,41300,47195,26606,46494,0.3775,0.5497,11706,3993,7509,2,Private Nonprofit,286.2449352
Chaminade University of Honolulu,HI,0,0,1,0,1,0,0,1505,41667,NA,28544,28544,16104,19452,18699,17932,41000,52343,46178,60457,0.5694,0.3167,15650,2640,2640,2,Private Nonprofit,246.4886942
University of Hawaii at Hilo,HI,0,0,1,0,1,0,0,2381,21526,NA,7838,20798,14600,12500,10375,12500,41800,47856,35755,48548,0.3706,0.3934,8248,3904,5064,1,Public,217.3341174
University of Hawaii at Manoa,HI,0,0,1,0,1,0,0,13915,22185,NA,12186,34218,14000,12500,13099,13099,51800,57624,40620,58896,0.2418,0.295,14053,2742,2742,1,Public,196.1307889
Hawaii Institute of Hair Design,HI,0,0,0,0,0,0,0,52,NA,18304,NA,NA,5500,PS,PS,5500,25900,25235,16669,16560,0.4483,0.5862,NA,NA,NA,3,Proprietary,61.41544109
Hawaii Pacific University,HI,0,0,1,0,1,0,0,2650,49353,NA,31940,31940,12500,12000,11790,12000,56400,59593,47103,65242,0.4051,0.5654,15278,2400,2400,2,Private Nonprofit,233.2366138
Honolulu Community College,HI,0,0,1,0,1,0,0,1895,12683,NA,3174,8310,7613,5110,4500,5995,40600,45105,67264,50379,0.4504,0.0289,NA,NA,3192,1,Public,79.87293858
Kapiolani Community College,HI,0,0,1,0,1,0,0,3863,11875,NA,3284,8420,8000,5500,5500,6352,43200,44599,41978,44372,0.335,0.0898,NA,NA,2742,1,Public,97.84275951
Kauai Community College,HI,0,0,1,0,1,0,0,756,17126,NA,3252,8388,9000,5817,5500,7000,40200,36868,34351,39770,0.4059,0.0198,NA,NA,5180,1,Public,111.3174748
Leeward Community College,HI,0,0,1,0,1,0,0,3621,12573,NA,3214,8350,6113,5679,5000,5500,37500,39899,30163,38635,0.3694,0.029,NA,NA,3192,1,Public,95.09692846
University of Hawaii Maui College,HI,0,0,1,0,1,0,0,1636,14862,NA,3284,8420,12232,7125,5500,9500,34200,34453,34974,46386,0.3926,0.0259,NA,NA,4828,1,Public,138.245702
University of Hawaii-West Oahu,HI,0,0,1,0,1,0,0,2491,15528,NA,7584,20544,12500,11775,11000,11848,41100,52075,41421,52678,0.2989,0.1848,NA,NA,4810,1,Public,153.7241318
