ST_CASE,YEAR,STATE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,BIA,SPJ_INDIAN,INDIAN_RES
10159,2021,1,61,3,1,4,1,2,1,1,5,1,4,1,1,2,1,1,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
10161,2021,1,99,1,1,4,1,2,4,2,5,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10162,2021,1,127,1,1,4,1,2,4,2,4,2,1,1,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,0,0,0
10163,2021,1,101,1,1,4,2,2,1,2,4,2,1,2,1,1,13,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10164,2021,1,97,2,1,4,2,2,1,1,4,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10165,2021,1,113,1,1,4,2,2,3,2,3,2,1,1,1,1,13,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10166,2021,1,95,1,1,4,2,2,1,2,4,2,4,1,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10167,2021,1,19,1,1,4,1,2,1,2,3,2,4,2,1,2,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
10168,2021,1,35,1,1,4,1,1,3,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10169,2021,1,39,1,1,4,1,2,4,1,5,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
10170,2021,1,115,1,1,4,1,2,4,2,6,2,1,1,2,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10171,2021,1,95,1,1,4,1,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10172,2021,1,125,1,1,4,1,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
10173,2021,1,85,1,1,4,1,1,4,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,2,0,0,0
10174,2021,1,125,1,1,4,1,2,1,2,4,2,3,2,2,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10175,2021,1,7,1,1,4,1,2,4,2,4,2,1,2,2,1,13,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,1,0,0,0
10176,2021,1,89,1,1,4,2,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10177,2021,1,49,1,1,4,1,1,4,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0
10178,2021,1,127,1,1,4,1,2,1,2,5,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,1,0,0,0
10179,2021,1,97,1,1,4,2,2,1,2,5,2,1,2,1,1,13,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,0,0,0
10180,2021,1,127,1,1,4,1,2,1,2,5,2,1,2,1,1,13,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10181,2021,1,63,1,1,4,1,2,4,2,5,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10182,2021,1,3,1,1,4,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10183,2021,1,125,3,1,4,1,1,1,2,1,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10184,2021,1,85,1,1,4,1,2,1,2,3,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10185,2021,1,89,1,1,4,2,2,1,2,4,3,1,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10186,2021,1,21,1,1,4,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10187,2021,1,103,1,1,4,1,1,4,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10188,2021,1,115,1,1,4,1,1,1,2,1,2,2,2,2,3,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10189,2021,1,125,1,1,4,2,2,1,2,3,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,0,0,0
10190,2021,1,73,1,1,4,2,2,1,2,6,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
10191,2021,1,109,1,1,4,1,2,4,1,5,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10192,2021,1,79,1,1,4,1,2,4,2,3,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10193,2021,1,89,1,1,4,2,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
10194,2021,1,73,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10195,2021,1,113,1,1,4,2,2,1,1,3,1,4,2,2,2,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
10196,2021,1,121,1,1,4,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
10197,2021,1,33,1,1,4,1,2,1,1,3,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10198,2021,1,49,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10199,2021,1,21,1,1,4,1,2,4,2,3,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10201,2021,1,13,2,1,4,1,2,1,2,5,2,3,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
10202,2021,1,73,1,1,4,2,2,4,2,4,2,1,2,1,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10203,2021,1,39,1,1,4,1,2,4,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10204,2021,1,97,4,1,4,2,2,1,2,3,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10205,2021,1,97,1,1,4,1,2,4,2,4,2,1,2,1,1,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,0,0,0
10206,2021,1,73,1,1,4,2,2,1,2,6,3,1,1,1,1,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
10207,2021,1,103,2,1,4,1,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
10208,2021,1,45,1,1,4,2,2,1,2,4,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10209,2021,1,73,1,1,4,2,1,1,2,1,2,5,1,1,3,13,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
10210,2021,1,51,1,1,4,2,1,1,2,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
10211,2021,1,131,1,1,4,1,2,4,2,4,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10212,2021,1,103,1,1,4,2,2,1,2,3,3,2,1,1,2,13,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10213,2021,1,109,1,1,4,1,2,1,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
10214,2021,1,73,1,1,4,2,2,1,2,5,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10215,2021,1,97,1,1,4,2,2,1,1,3,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10216,2021,1,73,1,1,4,2,2,1,1,4,1,4,1,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10217,2021,1,73,1,1,4,2,2,1,1,3,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
10218,2021,1,79,1,1,4,1,2,1,2,3,3,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
10219,2021,1,89,1,1,4,2,2,2,2,5,2,5,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
10220,2021,1,127,1,1,4,1,2,4,2,4,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10221,2021,1,15,1,1,4,2,2,1,2,5,3,4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
10222,2021,1,127,1,1,4,1,2,1,2,5,2,3,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10223,2021,1,113,1,1,4,2,2,1,2,3,2,5,2,2,3,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
10224,2021,1,127,1,1,4,1,2,4,2,5,2,1,1,1,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10225,2021,1,73,1,1,4,2,2,2,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,0,0,0
10226,2021,1,27,1,1,4,1,2,1,2,4,2,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10227,2021,1,85,2,1,4,1,2,1,1,3,1,4,1,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
10228,2021,1,119,2,1,4,1,2,1,1,3,1,4,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10229,2021,1,63,1,1,4,1,2,4,2,4,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10230,2021,1,127,1,1,4,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0
10231,2021,1,113,1,1,4,2,2,1,2,3,3,2,2,1,2,13,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10232,2021,1,33,1,1,4,1,2,1,2,5,2,3,1,1,3,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10233,2021,1,97,2,1,4,2,2,1,2,3,2,3,1,1,3,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
10234,2021,1,73,1,1,4,2,1,1,2,1,2,2,2,1,3,2,2,2,2,1,1,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
10235,2021,1,97,1,1,4,1,2,1,2,3,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
10236,2021,1,73,2,1,4,2,2,1,2,5,2,3,2,2,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10237,2021,1,3,1,1,4,2,2,1,2,3,2,1,2,2,1,13,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10238,2021,1,91,1,1,4,1,2,4,1,5,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10239,2021,1,103,1,1,4,1,2,1,1,6,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
10240,2021,1,119,1,1,4,1,2,4,2,5,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10241,2021,1,69,1,1,4,1,2,4,2,5,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10242,2021,1,97,1,1,4,2,2,4,2,3,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10243,2021,1,83,1,1,4,1,2,1,1,3,1,4,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10244,2021,1,81,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
10245,2021,1,109,1,1,4,1,2,1,2,4,3,3,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
10246,2021,1,51,1,1,4,1,2,1,2,4,2,3,2,1,3,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
10247,2021,1,43,1,1,4,1,1,4,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10248,2021,1,77,1,1,4,2,2,1,1,6,1,4,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10249,2021,1,73,1,1,4,2,1,4,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10250,2021,1,69,1,1,4,1,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,0,0,0
10251,2021,1,69,1,1,4,2,2,1,2,3,2,1,2,2,2,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10252,2021,1,103,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10253,2021,1,87,1,1,4,1,1,4,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
10254,2021,1,89,1,1,4,2,2,4,1,3,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
10255,2021,1,73,1,1,4,2,2,1,1,3,1,4,2,1,2,1,2,2,1,2,2,2,2,1,1,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
10256,2021,1,43,1,1,4,1,2,1,2,5,2,3,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10257,2021,1,97,1,1,4,2,2,1,2,5,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10258,2021,1,113,1,1,4,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10259,2021,1,89,1,1,4,2,2,1,1,3,1,6,2,1,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10260,2021,1,83,1,1,4,1,2,4,2,4,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
10261,2021,1,45,1,1,4,2,2,3,2,3,2,1,1,1,2,13,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
10262,2021,1,49,1,1,4,1,2,4,2,6,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10263,2021,1,97,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10264,2021,1,73,1,1,4,2,1,3,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
10265,2021,1,73,1,1,4,2,2,1,1,4,1,4,2,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,1,2,0,0,0
10266,2021,1,97,1,1,4,2,2,1,1,5,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10267,2021,1,39,1,1,4,1,2,1,2,5,3,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,0,0,0
10268,2021,1,77,1,1,4,2,2,4,2,4,2,1,1,2,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10269,2021,1,97,1,1,4,2,1,4,2,1,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
10270,2021,1,45,1,1,4,2,2,4,2,4,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10271,2021,1,97,1,1,4,2,1,1,2,1,2,2,2,1,2,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10272,2021,1,125,1,1,4,2,2,4,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10274,2021,1,97,1,1,4,2,1,1,2,1,2,2,2,1,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,0,0,0
10275,2021,1,43,2,1,4,1,1,1,2,1,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
10276,2021,1,73,1,1,4,2,2,1,1,6,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
10277,2021,1,127,1,1,4,1,2,1,1,5,1,4,2,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10278,2021,1,95,1,1,4,1,2,1,2,6,3,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10279,2021,1,53,1,1,4,1,2,1,1,3,1,2,2,1,2,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
10280,2021,1,125,1,1,4,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
10281,2021,1,97,1,1,4,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10282,2021,1,101,1,1,4,2,1,1,2,1,2,2,1,1,3,13,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
10283,2021,1,31,1,1,4,1,2,1,2,5,2,5,1,1,2,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
10284,2021,1,125,1,1,4,2,2,1,2,4,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
10285,2021,1,113,1,1,4,2,2,4,2,3,2,1,2,2,3,1,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,2,0,0,0
10286,2021,1,103,1,1,4,1,2,1,2,4,2,4,1,2,3,13,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
10287,2021,1,125,1,1,4,2,2,1,1,3,1,4,1,2,3,13,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10288,2021,1,119,1,1,4,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
10289,2021,1,89,1,1,4,2,2,1,2,4,2,4,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10290,2021,1,49,1,1,4,1,2,1,1,5,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
10291,2021,1,49,1,1,4,1,2,4,2,5,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10292,2021,1,93,1,1,4,1,2,1,2,3,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
10293,2021,1,57,1,1,4,1,2,1,2,5,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
10294,2021,1,73,1,1,4,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
10295,2021,1,91,1,1,4,1,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10296,2021,1,97,1,1,4,1,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10297,2021,1,103,1,1,4,2,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10298,2021,1,73,1,1,4,2,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10299,2021,1,31,2,1,4,1,2,1,2,3,2,3,2,1,2,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,0,0,0
10300,2021,1,1,2,1,4,1,2,1,2,4,2,5,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,1,0,0,0
10301,2021,1,53,1,1,4,2,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
10302,2021,1,81,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
10303,2021,1,109,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10304,2021,1,73,1,1,4,2,1,4,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10305,2021,1,89,1,1,4,2,2,1,2,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10306,2021,1,9,1,1,4,1,2,1,1,5,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10307,2021,1,55,1,1,4,2,2,4,2,4,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
10308,2021,1,127,1,1,4,1,2,4,2,4,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,0,0,0
10309,2021,1,101,1,1,4,2,2,1,2,2,2,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10310,2021,1,39,1,1,4,1,2,4,2,5,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
10311,2021,1,97,1,1,4,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
10312,2021,1,109,2,1,4,2,2,1,2,3,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0
10313,2021,1,127,1,1,4,1,2,1,2,5,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
10314,2021,1,75,1,1,4,1,2,4,2,5,2,1,2,1,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
10315,2021,1,13,1,1,4,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0
10316,2021,1,39,1,1,4,1,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
10317,2021,1,105,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
10318,2021,1,69,1,1,4,1,2,1,2,3,2,3,2,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
10319,2021,1,21,1,1,4,1,1,1,2,1,2,5,1,1,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
10320,2021,1,125,2,1,4,2,2,1,2,3,2,3,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
